"URL","File Size","Outgoing links Count","Content Type"
"http://www.nydailynews.com/autos/hyundai","60565","196","text/html;charset=utf-8"
"http://www.nydailynews.com/services/terms-services","122504","100","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/gallery-2018-nissan-pathfinder-photos-gallery-1.3508607","26858","20","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/ford","60230","207","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/kia","57785","193","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/street-smarts/8-great-traits-2018-chevrolet-traverse-list-article-1.3480456","105473","121","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/types/hatchback","98285","325","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/street-smarts/8-great-traits-2018-subaru-crosstrek-list-article-1.3461442","105590","123","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/news/2019-porsche-cayenne-turbo-preview-article-1.3492783","91123","116","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/news/ford-partners-lyft-jaguar-focused-sports-cars-article-1.3525580","92555","117","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/types/van","50880","159","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/2018-nissan-armada-platinum-reserve-photos-gallery-1.3527630","26898","20","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/infiniti","43802","142","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/jaguar","40628","133","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/2018-porsche-panamera-turbo-s-e-hybrid-sport-turismo-photos-gallery-1.3522255","27897","20","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/latest-reviews/ratings-review-2018-volkswagen-tiguan-article-1.3511580","111624","122","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/first-pictures-2019-volvo-xc40-gallery-1.3511113","26627","20","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/mazda","44958","147","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/types/coupe","108806","351","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/honda","54370","179","text/html;charset=utf-8"
"http://www.nydailynews.com/tags/future-cars","106056","154","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/mini","41932","137","text/html;charset=utf-8"
"http://www.nydailynews.com/tags/street-smarts","107655","157","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/types/truck","74839","233","text/html;charset=utf-8"
"http://www.nydailynews.com/autos/news/2019-genesis-g70-preview-article-1.3497808","96649","118","text/html;charset=utf-8"
"http://www.nydailynews.com/tags/associated-press","107236","155","text/html;charset=utf-8"
"http://www.nydailynews.com/authors?author=The-Associated-Press","105971","155","text/html;charset=utf-8"
"http://www.nydailynews.com/amp/newswires/new-york/police-probe-no-evidence-bias-rabbi-stopped-article-1.3531216","32190","18","text/html;charset=utf-8"
